restaurant_id, cuisine_type
16205,Mexican
16205, Latin American
16205, New Mexican
16205, Family Friendl
16206,Asian
16206, Asian Fusion
16206, Seafood
16206, Hawaiian
16206, Health
16207,Indian
16207, Vegetarian
16207, Asian
16207, Health
16208,Thai
16208, Roll
16209,Black-owned
16209, Asian
16209, Noodles
16209, Japanes
16210,Sandwich
16210, Mediterranean
16210, Fast Foo
16211,Bakery
16211, Comfort Food
16211, Desserts
16211, Pretzel
16211, Family Meal
16212,Ice Cream + Frozen Yogurt
16212, Desserts
16212, Comfort Foo
16213,Bakery
16213, Breakfast and Brunch
16213, Cafe
16213, Coffee &amp; Te
16214,Mexican
16214, Taco
16215,Desserts
16215, Chicke
16216,Sandwich
16216, Health
16217,Chinese
16217, Asian
16217, Asian Fusio
16218,Asian
16218, Asian Fusion
16218, Noodle
16219,Japanese
16219, Asian
16219, Sush
16220,h
16221,Italian
16221, Pasta
16221, Comfort Foo
16222,exic
16223,Thai
16223, Asian Fusio
16224,Asian
16224, Chinese
16224, Family Meal
16225,Korean
16225, Asian
16225, BBQ
16225, Exclusive to Eat
16226,Thai
16226, Asian
16226, Noodle
16227,Indian
16227, Indian Curry
16227, North Indian
16227, South India
16228,Asian
16228, Asian Fusion
16228, Korea
16229,Vietnamese
16229, Noodles
16229, Health
16230,Latin American
16230, Mexican
16230, Vegetarian
16230, Healthy
16230, Exclusive to Eat
16231,Burgers
16231, American
16231, Sandwiches
16231, Exclusive to Eat
16232,meric
16233,Mexican
16233, Latin American
16233, New Mexica
16234,Breakfast and Brunch
16234, American
16234, Sandwiche
16235,American (New)
16235, Seafood
16235, BB
16236,American
16236, Fast Food
16236, Burger
16237,American
16237, Italian
16237, Pizza
16237, Wing
16238,American
16238, Bar Food
16238, BBQ
16238, burger
16238, Chicken Strips
16238, Comfort Food
16238, Dinner
16238, pasta
16238, salad
16238, Sandwich
16238, Soup
16238, Steak
16238, Traditional American
16238, wings
16238, Family Meal
16239,American
16239, New American
16239, Coffee and Te
16240,American
16240, Bar Food
16240, Wings
16240, Fast Food
16240, Chicken
16240, Family Meals
16240, Exclusive to Eats
16240, Comfort Foo
16241,Sandwich
16241, Salads
16241, American
16241, Health
16242,Burgers
16242, American
16242, Sandwiches
16242, Exclusive to Eat
16243,Pizza
16243, American
16243, Italia
16244,Fast Food
16244, Sandwich
16244, America
16245,Desserts
16245, American
16245, Pastr
16246,Mexican
16246, Latin American
16246, New Mexica
16247,Mexican
16247, Latin American
16247, New Mexica
16248,American
16248, Sandwich
16248, Burgers
16248, Breakfast and Brunc
16249,Breakfast and Brunch
16249, American
16249, Salads
16249, Steak
16249, Sandwich
16249, Healthy
16249, Family Meal
16250,American
16250, Sandwic
16251,American
16251, Burger
16252,American
16252, Burgers
16252, Fast Foo
16253,American
16253, Burgers
16253, Pizz
16254,Ice Cream + Frozen Yogurt
16254, Burgers
16254, Chicken
16254, America
16255,American
16255, Fast Food
16255, Burger
16256,Mexican
16256, Latin American
16256, New Mexica
16257,American
16257, burger
16257, Fast Foo
16258,Indian
16258, Vegetarian Friendl
16259,Fast Food
16259, Indian
16259, Family Friendl
16260,Mexican
16260, Vegetarian-Friendl
16261,American
16261, Burgers
16261, Comfort Food
16261, Vegetarian Friendly
16261, Fast Foo
16262,Black-owned
16262, Chinese
16262, Vegetarian Friendl
16263,Chinese
16263, Asian
16263, Asian Fusion
16263, Family Meals
16263, Family Friendl
16264,American
16264, Sandwich
16264, Chicken
16264, Fast Food
16264, Kids Friendl
16265,Thai
16265, Asian
16265, Noodles
16265, Family Friendl
16266,American
16266, Sandwiches
16266, Pizza
16266, Family Friendl
16267,Indian
16267, Vegetarian
16267, Asian
16267, Indian Curry
16267, Asian
16267, Halal
16267, Vegan Friendly
16267, Gluten Free Friendly
16267, Biryani
16267, Vegetarian Friendl
16268,American
16268, Breakfast and Brunch
16268, burger
16268, Comfort Food
16268, Dinner
16268, Omelette
16268, salad
16268, Traditional American
16268, Family Friendly
16268, Family Meal
16269,wings
16269, Family Friendl
16270,Pizza
16270, Desserts
16270, Salads
16270, American
16270, Healthy
16270, Vegetarian Friendly
16270, Kids Friendl
16271,Burgers
16271, American
16271, Steak
16271, Allergy Friendl
16272,American
16272, Breakfast and Brunch
16272, Desserts
16272, Allergy Friendl
16273,Burgers
16273, American
16273, Sandwiches
16273, Allergy Friendl
16274,Deli
16274, Sandwich
16274, Coffee and Tea
16274, Salads
16274, Healthy
16274, Allergy Friendl
16275,Bakery
16275, Breakfast and Brunch
16275, Cafe
16275, Coffee &amp; Tea
16275, Group Friendl
16276,American
16276, Italian
16276, Salads
16276, Allergy Friendly
16276, Health
16277,Açaí
16277, Juice and Smoothies
16277, Drinks
16277, Breakfast and Brunch
16277, Healthy
16277, Cafe
16277, Vegetarian Friendly
16277, Vegan Friendl
16278,American
16278, Fast Food
16278, wings
16278, Family Meals
16278, Family Friendl
16279,Burritos
16279, Fast Food
16279, Mexican
16279, Group Friendl
16280,iz
16281,Convenience
16281, Everyday Essentials
16281, Grocery
16281, Snacks
16281, Home &amp; Personal Car
16282,Healthy
16282, Mexica
16283,Ice Cream &amp; Frozen Yogurt
16283, Dessert
16284,Pizza
16284, Italian
16284, Past
16285,Mediterranean
16285, Greek
16285, Vegetaria
16286,Sushi
16286, Japanese
16286, Bento
16286, Ramen
16286, Alcohol
16286, Group Friendl
16287,Convenience
16287, Grocery
16287, Everyday Essentials
16287, Snack
16288,Juice and Smoothies
16288, Breakfast and Brunch
16288, Bowls
16288, Health
16289,Cafe
16289, Coffee &amp; Tea
16289, Breakfast and Brunch
16289, Baker
16290,Everyday Essentials
16290, Convenience
16290, Home &amp; Personal Care
16290, Snack
16291,Grocery
16291, Convenience
16291, Everyday Essential
16292,Grocery
16292, Everyday Essentials
16292, American
16292, Convenienc
16293,American
16293, Bar Food
16293, Wings
16293, Fast Food
16293, Chicken
16293, Family Meals
16293, Exclusive to Eats
16293, Comfort Foo
16294,American
16294, Burgers
16294, Fast Foo
16295,Greek
16295, Mediterranean
16295, Vegetarian Friendl
16296,Ice Cream + Frozen Yogurt
16296, Desserts
16296, Comfort Foo
16297,Cafe
16297, Coffee &amp; Tea
16297, Breakfast and Brunch
16297, Baker
16298,Healthy
16298, Mexica
16299,onvenien
16300,Fast Food
16300, Sandwich
16300, America
16301,Fast Food
16301, Sandwich
16301, America
16302,Cafe
16302, Coffee &amp; Tea
16302, Breakfast and Brunch
16302, Baker
16303,American
16303, Fast Food
16303, Burger
16304,American
16304, Chicken
16304, Fried Chicken
16304, Sandwich
16304, Burger
16305,Grocery
16305, Convenience
16305, Everyday Essential
16306,Hawaiian
16306, Health
16307,Cafe
16307, Coffee &amp; Tea
16307, Breakfast and Brunch
16307, Baker
16308,American
16308, Fast Food
16308, Burger
16309,American
16309, Chicken
16309, Fried Chicken
16309, Sandwich
16309, Burger
16310,American
16310, burger
16310, Fast Foo
16311,Flowers
16311, floris
16312,American
16312, burger
16312, Pizz
16313,American
16313, Convenience
16313, Everyday Essential
16314,Breakfast and Brunch
16314, salad
16314, Sandwich
16314, Family Meals
16314, Pizza
16314, Healthy
16314, American
16314, Chicke
16315,American
16315, Fast Food
16315, Burger
16316,Cafe
16316, Coffee &amp; Tea
16316, Breakfast and Brunch
16316, Baker
16317,American
16317, Sandwich
16317, Salads
16317, Vegetarian Friendl
16318,Flowers
16318, American
16318, Gift Stor
16319,Sandwiches
16319, Mexican
16319, Taco
16320,Asian
16320, Noodles
16320, Vegetaria
16321,Convenience
16321, Snacks
16321, Everyday Essential
16322,American
16322, Sandwich
16322, Burger
16323,Grocery
16323, Convenience
16323, Everyday Essential
16324,American
16324, Sandwich
16324, Exclusive to Eat
16325,American
16325, Burgers
16325, Fast Foo
16326,Everyday Essentials
16326, Convenience
16326, Home &amp; Personal Care
16326, Snack
16327,Convenience
16327, Snacks
16327, Everyday Essential
16328,Ice Cream + Frozen Yogurt
16328, Desserts
16328, Comfort Foo
16329,Everyday Essentials
16329, Convenience
16329, Home &amp; Personal Care
16329, Snacks
16329, Pizza
16329, America
16330,Pizza
16330, American
16330, Italia
16331,American
16331, burger
16331, Fast Foo
16332,Convenience
16332, Everyday Essentials
16332, Snack
16333,Coffee and Tea
16333, Bubble Tea
16333, Juice and Smoothie
16334,Everyday Essentials
16334, Convenience
16334, Home &amp; Personal Care
16334, Snack
16335,Everyday Essentials
16335, Convenience
16335, Home &amp; Personal Care
16335, Snacks
16335, Pizza
16335, America
16336,Burritos
16336, Fast Food
16336, Mexica
16337,Grocery
16337, Convenience
16337, Everyday Essential
16338,Pharmacy
16338, Convenience
16338, Everyday Essentials
16338, Bab
16339,Grocery
16339, Everyday Essentials
16339, Snacks
16339, Home &amp; Personal Care
16339, Drinks
16339, Convenienc
16340,American
16340, Fast Food
16340, Burger
16341,American
16341, Burgers
16341, Pizz
16342,Pharmacy
16342, Convenience
16342, Everyday Essentials
16342, Bab
16343,Everyday Essentials
16343, Convenience
16343, Home &amp; Personal Care
16343, Snack
16344,Cafe
16344, Coffee &amp; Tea
16344, Breakfast and Brunch
16344, Baker
16345,Everyday Essentials
16345, Convenience
16345, Home &amp; Personal Care
16345, Snacks
16345, Pizza
16345, America
16346,exic
16347,onvenien
16348,Fast Food
16348, Sandwich
16348, America
16349,Everyday Essentials
16349, Convenience
16349, Home &amp; Personal Care
16349, Snacks
16349, Pizza
16349, America
16350,Pizza
16350, Desserts
16350, Salads
16350, American
16350, Healthy
16350, Vegetarian Friendly
16350, Kids Friendl
16351,Everyday Essentials
16351, Convenience
16351, Home &amp; Personal Care
16351, Snacks
16351, Pizza
16351, America
16352,Fast Food
16352, Sandwich
16352, America
16353,iz
16354,Pharmacy
16354, Convenience
16354, Everyday Essentials
16354, Bab
16355,Cafe
16355, Coffee &amp; Tea
16355, Breakfast and Brunch
16355, Baker
16356,Grocery
16356, Convenience
16356, Everyday Essential
16357,Everyday Essentials
16357, Convenience
16357, Pharmacy
16357, Snack
16358,Pharmacy
16358, Convenience
16358, Everyday Essentials
16358, Bab
16359,Sandwich
16359, American
16359, Exclusive to Eat
16360,Vietnamese
16360, Asian
16360, Noodle
16361,Everyday Essentials
16361, Convenience
16361, Home &amp; Personal Care
16361, Snacks
16361, Pizza
16361, America
16362,Burritos
16362, Fast Food
16362, Mexica
16363,Everyday Essentials
16363, Convenience
16363, Home &amp; Personal Care
16363, Snack
16364,Fast Food
16364, Sandwich
16364, America
16365,Everyday Essentials
16365, Convenience
16365, Home &amp; Personal Care
16365, Snacks
16365, Pizza
16365, America
16366,Pizza
16366, Desserts
16366, Salads
16366, American
16366, Healthy
16366, Vegetarian Friendly
16366, Kids Friendl
16367,Everyday Essentials
16367, Convenience
16367, Home &amp; Personal Care
16367, Snacks
16367, Pizza
16367, America
16368,Fast Food
16368, Sandwich
16368, America
16369,American
16369, burger
16369, Fast Foo
16370,Burritos
16370, Fast Food
16370, Mexica
16371,Fast Food
16371, Sandwich
16371, America
16372,Cafe
16372, Coffee &amp; Tea
16372, Breakfast and Brunch
16372, Baker
16373,Fast Food
16373, Sandwich
16373, America
16374,Everyday Essentials
16374, Convenience
16374, Home &amp; Personal Care
16374, Snack
16375,Bakery
16375, Breakfast and Brunch
16375, Cafe
16375, Coffee &amp; Te
16376,American
16376, burger
16376, Fast Food
16376, Family Meal
16377,Chinese
16377, Chicke
16378,Bakery
16378, Breakfast and Brunch
16378, Sandwich
16378, Exclusive to Eat
16379,Grocery
16379, Convenience
16379, Home &amp; Personal Care
16379, Everyday Essential
16380,Pharmacy
16380, Convenience
16380, Everyday Essentials
16380, Bab
16381,Mexican
16381, Latin American
16381, New Mexican
16381, Alcoho
16382,Pizza
16382, Italian
16382, Comfort Food
16382, Wings
16382, Salads
16382, Fast Food
16382, American
16382, Kids Friendl
16383,Mexican
16383, New Mexican
16383, Comfort Food
16383, Family Meal
16384,Breakfast and Brunch
16384, American
16384, Sandwiches
16384, Alcoho
16385,Mexican
16385, Latin American
16385, New Mexican
16385, Alcoho
16386,Mexican
16386, Latin American
16386, New Mexican
16386, Alcoho
16387,Asian
16387, Chinese
16387, Noodle
16388,Fast Food
16388, Sandwich
16388, America
16389,Coffee and Tea
16389, American
16389, Burger
16390,Asian
16390, Chinese
16390, Family Meal
16391,Coffee and Tea
16391, American
16391, Breakfast and Brunc
16392,re
16393,Desserts
16393, PIzza
16393, Salad
16394,urge
16395,American
16395, Bakery
16395, Breakfast &amp; Brunc
16396,Coffee and Tea
16396, American
16396, Breakfast and Brunc
16397,American
16397, Fast Food
16397, wing
16398,Burgers
16398, American
16398, Sandwiche
16399,Sandwich
16399, Soup
16399, Del
16400,wings
16400, American
16400, Burger
16401,Burgers
16401, American
16401, Sandwiche
16402,American
16402, Burgers
16402, Fast Foo
16403,Juice and Smoothies
16403, Breakfast and Brunch
16403, Vegetaria
16404,American
16404, burger
16404, Fast Foo
16405,Bakery
16405, Breakfast and Brunch
16405, Cafe
16405, Coffee &amp; Te
16406,Retail
16406, Gift Store
16406, Beauty Suppl
16407,Italian
16407, pizza
16407, wing
16408,Everyday Essentials
16408, Convenience
16408, Home &amp; Personal Care
16408, Snack
16409,Mexican
16409, Latin American
16409, Comfort Foo
16410,American
16410, Cafe
16410, Burger
16411,Burritos
16411, Fast Food
16411, Mexica
16412,Grocery
16412, Convenience
16412, Everyday Essential
16413,Flowers
16413, floris
16414,Fast Food
16414, Sandwich
16414, America
16415,American
16415, Burgers
16415, Fast Foo
16416,Everyday Essentials
16416, Convenience
16416, Home &amp; Personal Care
16416, Snack
16417,American
16417, Fast Food
16417, Burgers
16417, Group Friendl
16418,Pizza
16418, Italian
16418, America
16419,Asian
16419, Chinese
16419, Family Meal
16420,Pizza
16420, Wings
16420, Sandwiches
16420, Desserts
16420, American
16420, Traditional American
16420, Fast Foo
16421,Convenience
16421, Snacks
16421, Everyday Essential
16422,Grocery
16422, Convenience
16422, Everyday Essential
16423,Healthy
16423, Mexica
16424,Fast Food
16424, Sandwich
16424, America
16425,American
16425, burger
16425, Fast Food
16425, Family Meal
16426,Ice Cream + Frozen Yogurt
16426, Burgers
16426, Chicken
16426, America
16427,Burritos
16427, Fast Food
16427, Mexica
16428,American
16428, burger
16428, Fast Foo
16429,Pizza
16429, Desserts
16429, Salads
16429, American
16429, Healthy
16429, Vegetarian Friendly
16429, Kids Friendl
16430,Convenience
16430, Everyday Essentials
16430, Snacks
16430, Home &amp; Personal Car
16431,Bakery
16431, Breakfast and Brunch
16431, Cafe
16431, Coffee &amp; Te
16432,American
16432, burger
16432, Fast Food
16432, Family Meal
16433,exic
16434,Asian
16434, Asian Fusion
16434, Korea
16435,American
16435, Fast Food
16435, Burger
16436,American
16436, burger
16436, Fast Foo
16437,American
16437, Burgers
16437, Fast Foo
16438,American
16438, Fast Food
16438, Burger
16439,Ice Cream + Frozen Yogurt
16439, Burgers
16439, Chicken
16439, America
16440,Everyday Essentials
16440, Convenience
16440, Home &amp; Personal Care
16440, Snack
16441,Grocery
16441, Everyday Essentials
16441, Convenienc
16442,Burritos
16442, Fast Food
16442, Mexica
16443,Pizza
16443, Italian
16443, Salads
16443, Vegetarian Friendly
16443, Sandwich
16443, Healthy
16443, Family Friendl
16444,American
16444, burger
16444, Fast Foo
16445,Vietnamese
16445, Noodles
16445, Asia
16446,Thai
16446, Asian
16446, Noodle
16447,Convenience
16447, Everyday Essentials
16447, Snack
16448,Grocery
16448, Convenience
16448, Everyday Essential
16449,Grocery
16449, Convenience
16449, Everyday Essential
16450,Fast Food
16450, Sandwich
16450, America
16451,American
16451, Breakfast and Brunch
16451, burger
16451, Comfort Food
16451, Dinner
16451, Omelette
16451, salad
16451, Traditional American
16451, Family Meal
16452,Asian
16452, Chinese
16452, Family Meal
16453,onvenien
16454,Thai
16454, Vegan
16454, Women-owne
16455,Fast Food
16455, Sandwich
16455, America
16456,Juice and Smoothies
16456, Healthy
16456, Bowls
16456, Breakfast and Brunc
16457,Breakfast and Brunch
16457, salad
16457, Sandwich
16457, Family Meals
16457, Pizza
16457, Healthy
16457, American
16457, Chicke
16458,Mexican
16458, Latin American
16458, New Mexica
16459,onvenien
16460,American
16460, Sandwich
16460, Exclusive to Eat
16461,Japanese
16461, Asian
16461, Sush
16462,Grocery
16462, Convenience
16462, Everyday Essential
16463,Convenience
16463, Everyday Essentials
16463, Snack
16464,Asian
16464, Chinese
16464, Family Meal
16465,Everyday Essentials
16465, Convenience
16465, Home &amp; Personal Care
16465, Snack
16466,Everyday Essentials
16466, Convenience
16466, Pharmacy
16466, Snack
16467,Everyday Essentials
16467, Convenience
16467, Home &amp; Personal Care
16467, Pharmacy
16467, Bab
16468,Snacks
16468, Everyday Essentials
16468, Convenience
16468, Home &amp; Personal Car
16469,Hawaiian
16469, Healthy
16469, Seafood
16469, Sush
16470,Convenience
16470, Pharmacy
16470, American
16470, Snacks
16470, Everyday Essential
16471,Breakfast and Brunch
16471, American
16471, Burritos
16471, Sandwich
16471, Comfort Foo
16472,Convenience
16472, Everyday Essentials
16472, Snacks
16472, Home &amp; Personal Car
16473,Healthy
16473, Mexica
16474,American
16474, Fast Food
16474, Burger
16475,iz
16476,Indian
16476, Vegetarian
16476, Exclusive to Eats
16476, Vegan Friendly
16476, Healthy
16476, Vegetarian Friendl
16477,Cafe
16477, Coffee &amp; Tea
16477, Breakfast and Brunch
16477, Baker
16478,Wings
16478, American
16478, Fast Foo
16479,Hawaiian
16479, Health
16480,Healthy
16480, American
16480, Sandwich
16480, Salads
16480, Vegetarian Friendl
16481,Convenience
16481, Everyday Essentials
16481, Snacks
16481, Home &amp; Personal Car
16482,Cafe
16482, Coffee &amp; Tea
16482, Breakfast and Brunch
16482, Baker
16483,Convenience
16483, Everyday Essentials
16483, Snacks
16483, Home &amp; Personal Car
16484,Fast Food
16484, Italian
16484, pizza
16484, wings
16484, Family Meal
16485,American
16485, Fast Food
16485, Sandwic
16486,Pizza
16486, Pasta
16486, Wing
16487,Mexican
16487, Latin American
16487, New Mexica
16488,Ice Cream + Frozen Yogurt
16488, Burgers
16488, Chicken
16488, America
16489,Asian
16489, Chinese
16489, Family Meal
16490,Mexican
16490, Bowls
16490, Salad
16491,Fast Food
16491, Sandwich
16491, America
16492,Everyday Essentials
16492, Convenience
16492, Home &amp; Personal Care
16492, Snack
16493,Fast Food
16493, Italian
16493, pizza
16493, wing
16494,American
16494, Burgers
16494, Sandwiche
16495,Burritos
16495, Fast Food
16495, Mexican
16495, Group Friendl
16496,Burgers
16496, American
16496, Sandwiche
16497,Ice Cream + Frozen Yogurt
16497, Desserts
16497, Comfort Foo
16498,iz
16499,New Mexican
16499, Mexica
16500,American
16500, Fast Food
16500, wings
16500, Family Meal
16501,Sandwich
16501, America
16502,American
16502, Sandwich
16502, Fast Food
16502, Group Friendl
16503,Mexican
16503, Bowls
16503, Salad
16504,Asian
16504, Chinese
16504, Family Meal
16505,American
16505, burger
16505, Fast Foo
16506,American
16506, burger
16506, Fast Foo
16507,American
16507, Burgers
16507, Fast Foo
16508,American
16508, Breakfast and Brunch
16508, Coffee and Tea
16508, Diner
16508, Desserts
16508, Salads
16508, Steak
16508, Sandwich
16508, Healthy
16508, Family Meal
16509,American
16509, Breakfast and Brunch
16509, Dessert
16510,Bakery
16510, Breakfast and Brunch
16510, Cafe
16510, Coffee &amp; Te
16511,Fast Food
16511, Sandwich
16511, America
16512,Mexican
16512, Latin American
16512, New Mexica
16513,Burritos
16513, Fast Food
16513, Mexica
16514,Fast Food
16514, Sandwich
16514, America
16515,American
16515, burger
16515, Fast Foo
16516,Italian
16516, American
16516, Desserts
16516, Salads
16516, Pizz
16517,Burritos
16517, Fast Food
16517, Mexica
16518,Asian
16518, Chinese
16518, Family Meal
16519,American
16519, burger
16519, Fast Foo
16520,iz
16521,Flowers
16521, Plant Base
16522,Fast Food
16522, Italian
16522, pizza
16522, wing
16523,Fast Food
16523, Sandwich
16523, America
16524,Italian
16524, Pizza
16524, Pizza
16524, America
16525,Pizza
16525, Desserts
16525, Salads
16525, American
16525, Healthy
16525, Vegetarian Friendly
16525, Kids Friendl
16526,Pizza
16526, Italian
16526, Wing
16527,American
16527, burger
16527, Fast Food
16527, Family Meal
16528,American
16528, Fast Food
16528, wings
16528, Family Meals
16528, Family Friendl
16529,American
16529, burger
16529, Fast Foo
16530,American
16530, Burgers
16530, Fast Foo
16531,American
16531, burger
16531, Fast Foo
16532,Coffee &amp; Tea
16532, Breakfast &amp; Brunch
16532, Juice &amp; Smoothie
16533,American
16533, Bakery
16533, Breakfast &amp; Brunc
16534,Bakery
16534, Breakfast and Brunch
16534, Cafe
16534, Coffee &amp; Te
16535,Pharmacy
16535, Convenience
16535, Everyday Essentials
16535, Bab
16536,Burritos
16536, Fast Food
16536, Mexica
16537,Everyday Essentials
16537, Convenience
16537, Home &amp; Personal Care
16537, Snack
16538,American
16538, burger
16538, Fast Foo
16539,Everyday Essentials
16539, Convenience
16539, Home &amp; Personal Care
16539, Snack
16540,American
16540, Burgers
16540, Fast Foo
16541,American
16541, Burgers
16541, Fast Foo
16542,Fast Food
16542, Italian
16542, pizza
16542, wings
16542, Family Meal
16543,Fast Food
16543, Sandwich
16543, America
16544,Vietnamese
16544, Noodles
16544, Asia
16545,Juice and Smoothies
16545, Healthy
16545, Bowls
16545, Breakfast and Brunc
16546,American
16546, Burgers
16546, Fast Foo
16547,Mexican
16547, New Mexican
16547, Tex Mex
16547, Comfort Food
16547, Bar Food
16547, Everyday Essentials
16547, Convenience
16547, Grocery
16547, Snacks
16547, Home &amp; Personal Car
16548,Japanese
16548, Asian
16548, Sush
16549,Fast Food
16549, Sandwich
16549, America
16550,Mexican
16550, New Mexican
16550, Latin American
16550, Exclusive to Eat
16551,American
16551, Fast Food
16551, wing
16552,American
16552, Burgers
16552, Pizz
16553,Mediterranean
16553, Indian
16553, Middle Easter
16554,Burgers
16554, Salads
16554, Greek
16554, Health
16555,Chicken
16555, Wings
16555, Family Meal
16556,Cafe
16556, Coffee &amp; Tea
16556, Breakfast and Brunch
16556, Baker
16557,American
16557, Burgers
16557, Fast Foo
16558,American
16558, burger
16558, Fast Foo
16559,Everyday Essentials
16559, Convenience
16559, Home &amp; Personal Care
16559, Snack
16560,Pizza
16560, Desserts
16560, Salads
16560, American
16560, Healthy
16560, Vegetarian Friendly
16560, Kids Friendl
16561,American
16561, Breakfast and Brunch
16561, burger
16561, Comfort Food
16561, Dinner
16561, Omelette
16561, salad
16561, Traditional American
16561, Family Meals
16561, Family Friendl
16562,American
16562, Bakery
16562, Breakfast &amp; Brunc
16563,Cafe
16563, Coffee &amp; Tea
16563, Breakfast and Brunch
16563, Baker
16564,onvenien
16565,Mexican
16565, Latin American
16565, New Mexica
16566,Grocery
16566, Convenience
16566, Home &amp; Personal Care
16566, Everyday Essential
16567,Burritos
16567, Fast Food
16567, Mexican
16567, Group Friendl
16568,Pharmacy
16568, Convenience
16568, Everyday Essentials
16568, Bab
16569,Fast Food
16569, Sandwich
16569, America
16570,American
16570, Chicken
16570, Fried Chicken
16570, Sandwich
16570, Burger
16571,Fast Food
16571, Sandwic
16572,Everyday Essentials
16572, Convenience
16572, Home &amp; Personal Care
16572, Snacks
16572, Pizza
16572, America
16573,American
16573, Sandwic
16574,Fast Food
16574, Sandwich
16574, America
16575,Convenience
16575, Everyday Essentials
16575, Snacks
16575, Home &amp; Personal Car
16576,Snacks
16576, Everyday Essentials
16576, Convenience
16576, Home &amp; Personal Car
16577,Fast Food
16577, Sandwich
16577, America
16578,iz
16579,Fast Food
16579, Sandwich
16579, America
16580,American
16580, Fast Food
16580, Burgers
16580, Group Friendl
16581,Flowers
16581, florist
16581, Gift Stor
16582,Everyday Essentials
16582, Convenience
16582, Home &amp; Personal Care
16582, Snacks
16582, Pizza
16582, America
16583,Pharmacy
16583, Convenience
16583, Everyday Essentials
16583, Bab
16584,Breakfast and Brunch
16584, Bakery
16584, Coffee and Te
16585,iz
16586,American
16586, Fried Chicken
16586, Southern
16586, Sandwich
16586, Fast Foo
16587,American
16587, burger
16587, Fast Food
16587, Family Meal
16588,American
16588, Burgers
16588, Fast Foo
16589,American
16589, burger
16589, Fast Foo
16590,Asian
16590, Asian Fusion
16590, Japanese
16590, Allergy Friendl
16591,Asian
16591, Korean
16591, Chicke
16592,Sandwich
16592, American
16592, Family Friendl
16593,Snacks
16593, Sandwich
16593, Pizz
16594,Mexican
16594, Bowls
16594, Salad
16595,Ice Cream &amp; Frozen Yogurt
16595, Comfort Food
16595, Dessert
16596,Pizza
16596, Desserts
16596, Salads
16596, American
16596, Healthy
16596, Vegetarian Friendly
16596, Kids Friendly
16596, Family Friendl
16597,American
16597, Burgers
16597, Fast Food
16597, Group Friendl
16598,Cafe
16598, Coffee &amp; Tea
16598, Breakfast and Brunch
16598, Bakery
16598, Group Friendl
16599,Fast Food
16599, Sandwich
16599, America
16600,Bakery
16600, Breakfast and Brunch
16600, Cafe
16600, Coffee &amp; Te
16601,Grocery
16601, Convenience
16601, Everyday Essential
16602,Everyday Essentials
16602, Convenience
16602, Home &amp; Personal Care
16602, Snacks
16602, Pizza
16602, America
16603,Everyday Essentials
16603, Convenience
16603, Home &amp; Personal Care
16603, Snack
16604,Convenience
16604, Snacks
16604, Everyday Essential
16605,Burritos
16605, Fast Food
16605, Mexica
16606,Grocery
16606, Convenience
16606, Everyday Essential
16607,Cafe
16607, Coffee &amp; Tea
16607, Breakfast and Brunch
16607, Baker
16608,Fast Food
16608, Sandwich
16608, America
16609,American
16609, burger
16609, Fast Food
16609, Family Meal
16610,Burritos
16610, Fast Food
16610, Mexica
16611,Fast Food
16611, Sandwich
16611, America
16612,Convenience
16612, Everyday Essentials
16612, Snacks
16612, Home &amp; Personal Car
16613,Flowers
16613, floris
16614,American
16614, Fast Food
16614, wings
16614, Family Meals
16614, Family Friendl
16615,Desserts
16615, Ice Cream + Frozen Yogurt
16615, Juice Bar
16616,American
16616, Fast Food
16616, Burger
16617,onvenien
16618,Pizza
16618, Italian
16618, Salads
16618, Vegetarian Friendly
16618, Gluten Free Friendly
16618, Healthy
16618, Family Friendl
16619,Pharmacy
16619, Convenience
16619, Everyday Essentials
16619, Bab
16620,Ice Cream + Frozen Yogurt
16620, Burgers
16620, Chicken
16620, America
16621,American
16621, burger
16621, Fast Foo
16622,Fast Food
16622, Sandwich
16622, America
16623,Grocery
16623, Convenience
16623, Everyday Essential
16624,American
16624, Fast Food
16624, Burger
16625,Cafe
16625, Coffee &amp; Tea
16625, Breakfast and Brunch
16625, Baker
16626,Everyday Essentials
16626, Convenience
16626, Home &amp; Personal Care
16626, Snacks
16626, Pizza
16626, America
16627,Pharmacy
16627, Convenience
16627, Everyday Essentials
16627, Bab
16628,Grocery
16628, Convenience
16628, Snacks
16628, Everyday Essential
16629,Healthy
16629, Sandwiches
16629, Sandwich
16629, American
16629, Fast Food
16629, America
16630,Bakery
16630, Breakfast and Brunch
16630, Cafe
16630, Coffee &amp; Te
16631,Fast Food
16631, Italian
16631, pizza
16631, wing
16632,Hawaiian
16632, South East Asian
16632, Health
16633,Indian
16633, Vegetarian Friendl
16634,Indian
16634, Burgers
16634, Dessert
16635,Indian
16635, Vegetarian
16635, Vega
16636,Chinese
16636, Asian
16636, Noodle
16637,Italian
16637, Comfort Foo
16638,urge
16639,Indian
16639, Vegetarian
16639, Asia
16640,Pasta
16640, Comfort Foo
16641,Thai
16641, Asian
16641, Noodle
16642,exic
16643,American
16643, Pizza
16643, Salads
16643, Health
16644,Coffee and Tea
16644, American
16644, Breakfast and Brunc
16645,Coffee and Tea
16645, American
16645, Breakfast and Brunc
16646,Burgers
16646, American
16646, Sandwiche
16647,American
16647, Burgers
16647, Sandwiche
16648,Mexican
16648, Latin American
16648, New Mexica
