restaurant_id, cuisine_type
14078, Snack
14079,Everyday Essentials
14079, Convenience
14079, Home &amp; Personal Care
14079, Snack
14080,Burritos
14080, Fast Food
14080, Mexica
14081,Ice Cream + Frozen Yogurt
14081, Burgers
14081, Chicken
14081, America
14082,American
14082, burger
14082, Fast Foo
14083,Fast Food
14083, Sandwich
14083, America
14084,Pizza
14084, Comfort Food
14084, Italia
14085,Convenience
14085, Snacks
14085, Everyday Essential
14086,Pizza
14086, Chicken
14086, Salads
14086, Health
14087,Fast Food
14087, Sandwich
14087, America
14088,Burritos
14088, Fast Food
14088, Mexica
14089,Coffee and Tea
14089, Sandwich
14089, Salads
14089, Health
14090,American
14090, Burgers
14090, Sandwiche
14091,American
14091, Deli
14091, Vegetarian-Friendl
14092,Seafood
14092, American
14092, Souther
14093,Mexican
14093, New Mexica
14094,Arabian
14094, Middle Easter
14095,Chinese
14095, Beef Noodles
14095, Dumpling Hous
14096,Sushi
14096, Asian
14096, Japanes
14097,iz
14098,Convenience
14098, Everyday Essentials
14098, Grocery
14098, Snacks
14098, Home &amp; Personal Car
14099,Healthy
14099, Mexica
14100,Bakery
14100, Desserts
14100, Comfort Foo
14101,Bakery
14101, Comfort Food
14101, Desserts
14101, Pretze
14102,Coffee &amp; Tea
14102, Juice &amp; Smoothies
14102, Breakfast &amp; Brunc
14103,Breakfast and Brunch
14103, Burritos
14103, Sandwic
14104,Mexican
14104, Seafood
14104, Exclusive to Eat
14105,Salads
14105, Vegan
14105, Gluten Fre
14106,Gourmet
14106, Comfort Food
14106, Europea
14107,Coffee and Tea
14107, Bakery
14107, Drink
14108,Bar Food
14108, Burgers
14108, Salads
14108, Health
14109,Deli
14109, Salads
14109, Health
14110,Everyday Essentials
14110, Grocery
14110, Convenience
14110, Home &amp; Personal Care
14110, Snack
14111,Sushi
14111, Asian
14111, Japanes
14112,Asian Fusion
14112, Asian
14112, Korea
14113,Sushi
14113, Asian
14113, Japanes
14114,Asian
14114, Asian Fusion
14114, Korea
14115,Asian Fusion
14115, Asian
14115, Korea
14116,Asian: Other
14116, Exclusive to Eat
14117,apane
14118,Japanese
14118, Sushi
14118, Pok
14119,Chinese
14119, Asian
14119, Asian Fusio
14120,hine
14121,Asian
14121, Chinese
14121, Seafoo
14122,Japanese
14122, Asian
14122, Exclusive to Eat
14123,iz
14124,Irish
14124, Bar Food
14124, Sandwich
14124, American
14124, Group Friendl
14125,Indian
14125, Pakistan
14126,Asian
14126, Japanese
14126, Sush
14127,Soul Food
14127, American
14127, Burger
14128,American
14128, Fast Food
14128, Vega
14129,Burgers
14129, American
14129, Sandwiche
14130,American
14130, Pizza
14130, Italia
14131,Coffee and Tea
14131, American
14131, Breakfast and Brunch
14131, Exclusive to Eat
14132,Coffee and Tea
14132, American
14132, Breakfast and Brunc
14133,Burgers
14133, American
14133, Sandwiches
14133, Exclusive to Eat
14134,Burgers
14134, American
14134, Sandwiche
14135,Mexican
14135, Latin American
14135, New Mexica
14136,Mexican
14136, Latin American
14136, New Mexican
14136, Comfort Foo
14137,Sandwiches
14137, American
14137, Health
14138,Mexican
14138, Latin American
14138, New Mexica
14139,Mexican
14139, Latin American
14139, New Mexican
14139, Exclusive to Eat
14140,Sushi
14140, Comfort Food
14140, Asian
14140, Asian Fusion
14140, South Asian
14140, South East Asian
14140, American
14140, New American
14140, Chinese
14140, Japanese
14140, Japanese BBQ
14140, Japanese Skewer food
14140, Japanese Style curry
14140, Japanese set items
14140, Japanese sweets
14140, Yakitori
14140, Western-style Japanese Foo
14141,Chinese
14141, Asian
14141, Seafood
14141, Noodles
14141, Asian Fusion
14141, Chicke
14142,American
14142, Coffee and Tea
14142, Breakfast and Brunc
14143,Coffee and Tea
14143, Drinks
14143, America
14144,Flowers
14144, Gift Store
14144, floris
14145,American
14145, Burgers
14145, Sandwiche
14146,American
14146, Sandwich
14146, Salad
14147,Pizza
14147, Italian
14147, Wing
14148,Burgers
14148, American
14148, Sandwiche
14149,Burgers
14149, American
14149, Sandwiche
14150,Bakery
14150, Bakery
14150, Comfort Food
14150, Dinner
14150, Breakfast and Brunch
14150, America
14151,American
14151, burger
14151, Pizz
14152,Italian
14152, Pizza
14152, Pizza
14152, America
14153,American
14153, Comfort Food
14153, Seafood
14153, Family Meal
14154,American
14154, Bar Food
14154, Wings
14154, Fast Food
14154, Chicken
14154, Family Meals
14154, Exclusive to Eats
14154, Comfort Foo
14155,Seafood
14155, America
14156,Coffee and Tea
14156, American
14156, Breakfast and Brunc
14157,American
14157, Wings
14157, Bar Foo
14158,Pizza
14158, Italian
14158, American
14158, Vegetarian-Friendly
14158, Exclusive to Eat
14159,Chinese
14159, Vegetarian-Friendly
14159, Family Meal
14160,Chinese
14160, Seafood
14160, Family Meals
14160, Group Friendl
14161,Mexican
14161, Latin American
14161, New Mexican
14161, Allergy Friendl
14162,Mediterranean
14162, Breakfast and Brunch
14162, Kids Friendly
14162, Allergy Friendl
14163,Mexican
14163, Latin American
14163, New Mexican
14163, Allergy Friendl
14164,Salads
14164, Vegetarian Friendly
14164, America
14165,American
14165, Italian
14165, Vegetarian-Friendly
14165, Gluten-Free Friendl
14166,Chinese
14166, Asian
14166, Asian Fusion
14166, Family Friendl
14167,Chinese
14167, Family Meals
14167, Family Friendl
14168,Asian
14168, Chicken
14168, Rolls
14168, Family Meals
14168, Group Friendl
14169,American
14169, Family Meals
14169, Family Friendl
14170,Ice Cream + Frozen Yogurt
14170, Burgers
14170, Chicken
14170, American
14170, Group Friendl
14171,American
14171, Sandwich
14171, Vegetarian-Friendly
14171, Family Friendly
14171, Exclusive to Eat
14172,American
14172, Burgers
14172, Chicken
14172, Group Friendl
14173,Mexican
14173, Latin American
14173, New Mexican
14173, Group Friendl
14174,Asian
14174, Chinese
14174, Family Meals
14174, Group Friendl
14175,American
14175, Burgers
14175, Fast Food
14175, Group Friendl
14176,American
14176, Desserts
14176, Baker
14177,Sandwich
14177, Desserts
14177, America
14178,Pizza
14178, Kids Friendly
14178, Comfort Foo
14179,Everyday Essentials
14179, Grocery
14179, Convenience
14179, Home &amp; Personal Care
14179, Snack
14180,Irish
14180, American
14180, Vegetarian-Friendly
14180, Gluten-Free Friendl
14181,Burgers
14181, American
14181, Sandwiche
14182,Burgers
14182, American
14182, Sandwiche
14183,esser
14184,Pizza
14184, Italian
14184, Comfort Food
14184, Vegetarian-Friendl
14185,Asian
14185, Salads
14185, Sandwic
14186,Italian
14186, Pizza
14186, Comfort Food
14186, Vegetarian-Friendly
14186, Family Friendl
14187,Burgers
14187, American
14187, Sandwiche
14188,Mexican
14188, Vegetarian-Friendly
14188, Gluten-Free Friendl
14189,Middle Eastern
14189, Desserts
14189, Arabia
14190,Sandwiches
14190, Burgers
14190, Salads
14190, Healthy
14190, Exclusive to Eat
14191,American
14191, Bar Food
14191, Salads
14191, Healthy
14191, Family Friendl
14192,Ice Cream + Frozen Yogurt
14192, Desserts
14192, Kids Friendl
14193,Mexican
14193, Latin American
14193, New Mexica
14194,Burgers
14194, American
14194, Sandwiches
14194, Exclusive to Eat
14195,Burgers
14195, American
14195, Sandwiche
14196,Ice Cream &amp; Frozen Yogurt
14196, Comfort Food
14196, Dessert
14197,American
14197, Burgers
14197, Sandwiche
14198,American
14198, Breakfast and Brunch
14198, Dessert
14199,French
14199, Bakery
14199, Dessert
14200,American
14200, Burgers
14200, Salad
14201,Pizza
14201, American
14201, Italia
14202,Burgers
14202, American
14202, Sandwiche
14203,Mediterranean
14203, Pizza
14203, Past
14204,Burgers
14204, American
14204, Sandwiche
14205,Pizza
14205, American
14205, Italia
14206,Pizza
14206, American
14206, Salads
14206, Italian
14206, Gluten Free
14206, Gluten Free Friendly
14206, Vegetarian
14206, Vegetarian Friendly
14206, Health
14207,American
14207, Fast Foo
14208,Coffee and Tea
14208, Specialty Foods
14208, Dessert
14209,BBQ
14209, American
14209, Burgers
14209, Family Meal
14210,Asian Fusion
14210, Pizza
14210, Salad
14211,Middle Eastern
14211, Greek
14211, Vegetarian-Friendl
14212,reakfast &amp; Brun
14213,American
14213, Snacks
14213, Sandwic
14214,American
14214, Gluten-Free Friendly
14214, Vegetarian-Friendly
14214, Family Friendl
14215,Black-owned
14215, Soul Food
14215, Southern
14215, Sandwic
14216,Chinese
14216, Family Friendl
14217,American
14217, Bar Food
14217, Vegetarian-Friendly
14217, Gluten-Free Friendl
14218,American
14218, Wings
14218, Pizz
14219,Pizza
14219, Italian
14219, Salad
14220,American
14220, Breakfast &amp; Brunch
14220, Allergy Friendly
14220, Family Friendl
14221,Bakery
14221, American
14221, Vegetarian-Friendl
14222,New American
14222, Burgers
14222, Sandwich
14222, Family Friendly
14222, Exclusive to Eat
14223,Mexican
14223, Tacos
14223, Burrito
14224,Hawaiian
14224, Burgers
14224, Sandwiche
14225,Thai
14225, Asian
14225, Family Friendl
14226,Burgers
14226, American
14226, Sandwiches
14226, Family Friendl
14227,Asian Fusion
14227, Allergy Friendl
14228,Burgers
14228, American
14228, Sandwiche
14229,Mexican
14229, Vegetarian-Friendly
14229, Family Friendl
14230,Burgers
14230, American
14230, Sandwiche
14231,American
14231, Vegetarian-Friendly
14231, Vegan-Friendly
14231, Family Friendl
14232,Bar Food
14232, Burgers
14232, Family Friendl
14233,Italian
14233, Pizza
14233, American
14233, Family Friendl
14234,Pizza
14234, Italian
14234, Vegetarian-Friendly
14234, Gluten-Free Friendly
14234, Allergy Friendly
14234, Family Friendl
14235,Chinese: Other
14235, Asian
14235, Chinese
14235, Family Friendly
14235, Group Friendl
14236,American
14236, Fried Chicke
14237,Sandwich
14237, Mediterranean
14237, Vegetarian-Friendl
14238,Japanese: Sushi
14238, Japanese
14238, Asian
14238, Allergy Friendl
14239,Italian
14239, Pizz
14240,Thai
14240, Asian
14240, Family Friendly
14240, Group Friendl
14241,Burgers
14241, American
14241, Sandwiche
14242,Asian Fusion
14242, Allergy Friendl
14243,Burgers
14243, American
14243, Sandwiche
14244,Chinese
14244, Asian
14244, Asian Fusion
14244, Rice-bowl
14245,alad / Sandwich
14246,Thai
14246, Asian
14246, Salads
14246, Health
14247,Thai
14247, Asian
14247, Noodles
14247, Allergy Friendl
14248,Fast Food
14248, Sandwich
14248, America
14249,Pizza
14249, American
14249, Italia
14250,Cupcakes
14250, Bakery
14250, Dessert
14251,Juice and Smoothies
14251, American
14251, Kids Friendl
14252,American
14252, Diner
14252, Breakfast and Brunch
14252, Family Meal
14253,American
14253, Fast Food
14253, Ice Cream &amp; Frozen Yogur
14254,Asian
14254, Desserts
14254, Juice and Smoothie
14255,American
14255, Burgers
14255, Chicken
14255, Dessert
14256,iz
14257,Burgers
14257, American
14257, Sandwiche
14258,Soul Food
14258, American
14258, Burger
14259,American
14259, Burgers
14259, Sandwiches
14259, Salads
14259, Soup
14259, Noodle
14260,American
14260, Chicken
14260, Fried Chicken
14260, Sandwich
14260, Burger
14261,Mediterranean
14261, Greek
14261, Breakfast and Brunc
14262,Salads
14262, Vegetarian Friendly
14262, America
14263,American
14263, Burgers
14263, Chicken
14263, Pasta
14263, Health
14264,Burgers
14264, American
14264, Sandwiche
14265,Burgers
14265, American
14265, Sandwiche
14266,urge
14267,American
14267, Vegetarian-Friendly
14267, Family Friendl
14268,American
14268, burger
14268, Pizz
14269,Breakfast and Brunch
14269, American
14269, Sandwiche
14270,Ice Cream &amp; Frozen Yogurt
14270, Comfort Food
14270, Cupcake
14271,Pizza
14271, Gluten-Free Friendly
14271, Vegetarian-Friendly
14271, Italia
14272,Bar Food
14272, Burger
14273,pasta
14273, pizza
14273, salad
14273, Sandwich
14273, wing
14274,Vegetarian
14274, Vegan
14274, American
14274, Health
14275,Comfort Food
14275, American
14275, Burger
14276,Burgers
14276, American
14276, Sandwiche
14277,Breakfast and Brunch
14277, American
14277, Dinner
14277, Baker
14278,American
14278, Burgers
14278, Vegetarian Friendl
14279,Burgers
14279, American
14279, Sandwiche
14280,Bakery
14280, Cupcakes
14280, Dessert
14281,American
14281, Comfort Food
14281, Family Meal
14282,Bakery
14282, Desserts
14282, Pastr
14283,American
14283, Wings
14283, Burger
14284,American
14284, burger
14284, Fast Food
14284, Family Meal
14285,Indian
14285, Vegetarian
14285, Asian
14285, Allergy Friendly
14285, Health
14286,American
14286, Bakery
14286, Breakfast &amp; Brunc
14287,Mexican
14287, Vegetarian-Friendl
14288,Japanese
14288, Noodles
14288, Rice-bowl
14289,BBQ
14289, American
14289, Burger
14290,Bakery
14290, Comfort Food
14290, Desserts
14290, Pretzel
14290, Family Meal
14291,New American
14291, Burgers
14291, Sandwich
14291, Family Friendly
14291, Exclusive to Eat
14292,American
14292, Breakfast &amp; Brunch
14292, Vegetarian-Friendly
14292, Gluten-Free Friendly
14292, Family Meal
14293,American
14293, Burgers
14293, Health
14294,American
14294, Breakfast and Brunch
14294, burger
14294, Comfort Food
14294, Dinner
14294, Omelette
14294, salad
14294, Traditional American
14294, Family Meals
14294, Family Friendl
14295,American
14295, burger
14295, Fast Foo
14296,Burgers
14296, Wings
14296, American
14296, Sandwiche
14297,Ice Cream + Frozen Yogurt
14297, Desserts
14297, Comfort Foo
14298,American
14298, burger
14298, Fast Foo
14299,American
14299, Breakfast and Brunch
14299, Dessert
14300,iz
14301,Burgers
14301, American
14301, Sandwiches
14301, Family Friendl
14302,Sandwich
14302, Burgers
14302, Salads
14302, Health
14303,Seafood
14303, American
14303, Family Meals
14303, Family Friendl
14304,Pizza
14304, Wings
14304, Sandwiches
14304, Desserts
14304, American
14304, Traditional American
14304, Fast Foo
14305,Deli
14305, Sandwic
14306,Burgers
14306, American
14306, Sandwiche
14307,Mexican
14307, New Mexica
14308,Burgers
14308, American
14308, Sandwiche
14309,Chinese
14309, Asian
14309, Noodles
14309, Family Meal
14310,American
14310, Dessert
14311,Mexican
14311, Latin American
14311, New Mexica
14312,Japanese
14312, Ramen
14312, Asian
14312, Family Friendl
14313,Indian
14313, Vegetarian
14313, Asian
14313, Health
14314,Sandwich
14314, Del
14315,wings
14315, Family Friendl
14316,Sandwich
14316, Burgers
14316, Salads
14316, Health
14317,meric
14318,Mexican
14318, Seafood
14318, Traditional American
14318, Family Friendl
14319,Breakfast and Brunch
14319, American
14319, Sandwiche
14320,Asian
14320, Asian Fusion
14320, Korea
14321,Sandwiches
14321, Burgers
14321, Salads
14321, Health
14322,Greek
14322, Mediterranean
14322, Family Friendl
14323,American
14323, Seafood
14323, Family Meal
14324,Mexican
14324, Salads
14324, Kids Friendly
14324, Health
14325,Italian
14325, Pasta
14325, Comfort Food
14325, Family Friendl
14326,Burgers
14326, American
14326, Sandwiche
14327,Japanese
14327, Seafoo
14328,American
14328, Burger
14329,Mexican
14329, Bowls
14329, Salad
14330,Thai
14330, Vegetarian-Friendly
14330, Gluten-Free Friendly
14330, Family Friendl
14331,Sandwich
14331, New America
14332,Healthy
14332, Salads
14332, Vegetarian Friendl
14333,Breakfast and Brunch
14333, salad
14333, Sandwich
14333, Family Meals
14333, Pizza
14333, Healthy
14333, American
14333, Chicke
14334,American
14334, Burgers
14334, Fast Foo
14335,American
14335, Fast Food
14335, wings
14335, Family Meals
14335, Family Friendl
14336,Italian
14336, Pizza
14336, Family Friendl
14337,Kids Friendly
14337, Mexican
14337, Tex Me
14338,Cupcakes
14338, Desserts
14338, Bakery
14338, Exclusive to Eat
14339,American
14339, Sandwich
14339, Fast Food
14339, Kids Friendl
14340,Desserts
14340, Drink
14341,Breakfast and Brunch
14341, Bakery
14341, Dessert
14342,New American
14342, Breakfast &amp; Brunch
14342, Sandwich
14342, Family Friendl
14343,Sandwich
14343, America
14344,American
14344, Burgers
14344, Chicke
14345,American
14345, Fast Food
14345, Burger
14346,Pizza
14346, Desserts
14346, Salads
14346, American
14346, Healthy
14346, Vegetarian Friendly
14346, Kids Friendl
14347,Asian
14347, Chinese
14347, Family Meal
14348,Bubble Tea
14348, Dessert
14349,Specialty Foods
14349, Coffee and Tea
14349, Desserts
14349, Gift Stor
14350,ce Cream + Frozen Yogu
14351,Salads
14351, American
14351, Vegetaria
14352,Cafe
14352, Coffee &amp; Tea
14352, Exclusive to Eat
14353,Juice and Smoothies
14353, Healthy
14353, Bowls
14353, Breakfast and Brunc
14354,Bakery
14354, Breakfast and Brunch
14354, Cafe
14354, Coffee &amp; Te
14355,Juice and Smoothies
14355, Breakfast and Brunch
14355, Vegetarian
14355, Health
14356,Juice and Smoothies
14356, Vegetarian
14356, Gluten Free Friendly
14356, Allergy Friendl
14357,Juice and Smoothies
14357, Breakfast and Brunch
14357, Vegetarian
14357, Health
14358,American
14358, burger
14358, Fast Foo
14359,American
14359, Burgers
14359, Fast Foo
14360,American
14360, Bar Food
14360, BBQ
14360, burger
14360, Chicken Strips
14360, Comfort Food
14360, Dinner
14360, pasta
14360, salad
14360, Sandwich
14360, Soup
14360, Steak
14360, Traditional American
14360, wings
14360, Family Meal
14361,American
14361, Breakfast and Brunch
14361, Coffee and Tea
14361, Diner
14361, Desserts
14361, Salads
14361, Steak
14361, Sandwich
14361, Healthy
14361, Family Meal
14362,Coffee and Tea
14362, Salads
14362, Sandwich
14362, Health
14363,Grocery
14363, Convenience
14363, Everyday Essentials
14363, Home &amp; Personal Care
14363, Snack
14364,American
14364, Breakfast and Brunch
14364, Dessert
14365,Ice Cream &amp; Frozen Yogurt
14365, Comfort Food
14365, Dessert
14366,Asian
14366, Asian Fusion
14366, Korea
14367,Burgers
14367, American
14367, Sandwiches
14367, Family Friendl
14368,Chinese
14368, Asian
14368, Asian Fusio
14369,Sandwich
14369, Deli
14369, Family Meal
14370,Pizza
14370, American
14370, Italia
14371,Burgers
14371, American
14371, Sandwiche
14372,American
14372, Wings
14372, Bar Food
14372, Family Friendl
14373,Vietnamese
14373, Asian
14373, Noodle
14374,Mexican
14374, Latin American
14374, New Mexican
14374, Family Friendl
14375,Burgers
14375, American
14375, Sandwiche
14376,Fast Food
14376, Sandwich
14376, America
14377,Everyday Essentials
14377, Grocery
14377, Convenience
14377, Home &amp; Personal Care
14377, Snack
14378,Retail
14378, Gift Store
14378, Beauty Suppl
14379,Chicken
14379, BBQ
14379, America
14380,Mediterranean
14380, Greek
14380, Vegetaria
14381,Burgers
14381, American
14381, Pizz
14382,Steak
14382, American
14382, Seafood
14382, Family Meal
14383,American
14383, Wings
14383, Bar Foo
14384,American
14384, New American
14384, Mexican
14384, Tex Me
14385,Mexican
14385, Latin American
14385, New Mexica
14386,American
14386, Gluten-Free Friendly
14386, Vegetarian-Friendl
14387,Mexican
14387, Latin American
14387, Bar Foo
14388,Burgers
14388, American
14388, Sandwiche
14389,American
14389, Healthy
14389, Breakfast and Brunc
14390,American
14390, Mexican
14390, New American
14390, Tex Me
14391,American
14391, Diner
14391, Burgers
14391, Sandwich
14391, Breakfast and Brunch
14391, Family Meals
14391, Family Friendly
14391, Group Friendl
14392,Desserts
14392, Ice Cream + Frozen Yogurt
14392, Comfort Foo
14393,Bakery
14393, Caf
14394,Mexican
14394, Latin American
14394, New Mexica
14395,Everyday Essentials
14395, Convenience
14395, Home &amp; Personal Care
14395, Snack
14396,Ice Cream &amp; Frozen Yogurt
14396, Desserts
14396, Allergy Friendl
14397,Pizza
14397, Pizza
14397, Italia
14398,Burgers
14398, American
14398, Sandwiche
14399,Fast Food
14399, Italian
14399, pizza
14399, wing
14400,Pharmacy
14400, Convenience
14400, Everyday Essentials
14400, Bab

14402,Grocery
14402, Convenience
14402, Home &amp; Personal Care
14402, Everyday Essential
14403,Burritos
14403, Fast Food
14403, Mexican
14403, Group Friendl
14404,Convenience
14404, Everyday Essentials
14404, Grocery
14404, Snacks
14404, Home &amp; Personal Car
14405,Everyday Essentials
14405, Grocery
14405, Convenience
14405, Home &amp; Personal Care
14405, Snack
14406,Japanese
14406, Seafoo
14407,Healthy
14407, Salads
14407, Vegetarian Friendly
14407, Caf
14408,Gourmet
14408, Desserts
14408, Salads
14408, Italian
14408, Seafood
14408, Modern European
14408, Healthy
14408, Exclusive to Eat
14409,Grocery
14409, Convenience
14409, Everyday Essential
14410,American
14410, burger
14410, Fast Foo
14411,American
14411, burger
14411, Fast Food
14411, Family Meal
14412,American
14412, Sandwich
14412, Fast Food
14412, Kids Friendl
14413,Thai
14413, Vegetarian-Friendly
14413, Gluten-Free Friendly
14413, Family Friendl
14414,American
14414, burger
14414, Fast Foo
14415,Bakery
14415, Breakfast and Brunch
14415, Cafe
14415, Coffee &amp; Te
14416,ce Cream &amp; Frozen Yogu
14417,American
14417, Burgers
14417, Sandwiche
14418,Fast Food
14418, Sandwich
14418, America
14419,Japanese
14419, Ramen
14419, Asian
14419, Family Friendl
14420,exic
14421,Everyday Essentials
14421, Grocery
14421, Convenience
14421, Home &amp; Personal Care
14421, Snack
14422,American
14422, Comfort Food
14422, Family Meal
14423,PIzza
14423, American
14423, Italia
14424,Bakery
14424, Breakfast and Brunch
14424, Cafe
14424, Coffee &amp; Te
14425,iz
14426,Asian
14426, Chinese
14426, Family Meal
14427,Pizza
14427, Wings
14427, Desserts
14427, Sandwiche
14428,Grocery
14428, Convenience
14428, Everyday Essential
14429,Desserts
14429, Ice Cream + Frozen Yogurt
14429, Comfort Foo
14430,Pharmacy
14430, Convenience
14430, Everyday Essentials
14430, Bab
14431,Convenience
14431, Everyday Essentials
14431, Grocery
14431, Snacks
14431, Home &amp; Personal Car
14432,American
14432, Burgers
14432, Chicken
14432, Dessert
14433,Fast Food
14433, Italian
14433, pizza
14433, wing
14434,Mexican
14434, Salads
14434, Kids Friendly
14434, Health
14435,American
14435, burger
14435, Fast Foo
14436,American
14436, Burgers
14436, Fast Foo
14437,Pharmacy
14437, Convenience
14437, Everyday Essentials
14437, Bab
14438,Burritos
14438, Fast Food
14438, Mexica
14439,American
14439, Burgers
14439, Fast Foo
14440,Desserts
14440, Ice Cream + Frozen Yogurt
14440, Comfort Foo
14441,American
14441, Burgers
14441, Fast Foo
14442,Convenience
14442, Everyday Essentials
14442, Grocery
14442, Snacks
14442, Home &amp; Personal Car
14443,Fast Food
14443, Sandwich
14443, America
14444,American
14444, Burgers
14444, Fast Foo
14445,Burritos
14445, Fast Food
14445, Mexica
14446,Everyday Essentials
14446, Grocery
14446, Convenience
14446, Home &amp; Personal Care
14446, Snack
14447,Burritos
14447, Fast Food
14447, Mexican
14447, Group Friendl
14448,American
14448, burger
14448, Fast Foo
14449,American
14449, Breakfast and Brunch
14449, burger
14449, Comfort Food
14449, Dinner
14449, Omelette
14449, salad
14449, Traditional American
14449, Family Meals
14449, Family Friendl
14450,Everyday Essentials
14450, Convenience
14450, Home &amp; Personal Care
14450, Snack
14451,Fast Food
14451, Sandwich
14451, America
14452,American
14452, Burgers
14452, Fast Foo
14453,Coffee &amp; Tea
14453, Breakfast &amp; Brunc
14454,Pizza
14454, American
14454, Italia
14455,American
14455, Chicken
14455, Fried Chicken
14455, Sandwich
14455, Burger
14456,American
14456, Burgers
14456, Chicken
14456, Dessert
14457,American
14457, burger
14457, Pizz
14458,Healthy
14458, Mexica
14459,American
14459, Burger
14460,American
14460, Burgers
14460, Fast Foo
14461,Asian
14461, Chinese
14461, Family Meal
14462,American
14462, burger
14462, Fast Food
14462, Hot Dog
14462, Sandwic
14463,Pizza
14463, Desserts
14463, Salads
14463, American
14463, Healthy
14463, Vegetarian Friendly
14463, Kids Friendl
14464,American
14464, Bar Food
14464, Wings
14464, Fast Food
14464, Chicken
14464, Family Meals
14464, Exclusive to Eats
14464, Comfort Foo
14465,Fast Food
14465, Italian
14465, pizza
14465, wing
14466,Everyday Essentials
14466, Convenience
14466, Snacks
14466, Grocery
14466, Home &amp; Personal Car
14467,American
14467, Breakfast and Brunch
14467, Coffee and Tea
14467, Diner
14467, Desserts
14467, Salads
14467, Steak
14467, Sandwich
14467, Healthy
14467, Family Meal
14468,Pizza
14468, Italian
14468, Sandwich
14468, Family Friendly
14468, Group Friendly
14468, Allergy Friendl
14469,Fast Food
14469, Sandwich
14469, America
14470,Sandwich
14470, Mediterranean
14470, Vegetarian-Friendl
14471,American
14471, Burgers
14471, Fast Foo
14472,Bakery
14472, Caf
14473,pizza
14473, salad
14473, wing
14474,iz
14475,Asian
14475, Chinese
14475, Family Meal
14476,Flowers
14476, Gift Stor
14477,Fast Food
14477, Sandwich
14477, America
14478,American
14478, Burgers
14478, Sandwiche
14479,American
14479, Burgers
14479, Sandwiches
14479, Pizza
14479, Alcoho
14480,American
14480, Burgers
14480, Fast Food
14480, Group Friendl
14481,Asian
14481, Chinese
14481, Asian Fusio
14482,Pizza
14482, American
14482, Italia
14483,Coffee and Tea
14483, American
14483, Breakfast and Brunc
14484,Asian
14484, Japanese
14484, Korea
14485,Coffee and Tea
14485, American
14485, Breakfast and Brunc
14486,urge
14487,Coffee &amp; Tea
14487, Breakfast &amp; Brunc
14488,Healthy
14488, Mexica
14489,Breakfast and Brunch
14489, Soup
14489, America
14490,Burgers
14490, American
14490, Sandwich
14490, Breakfast and Brunc
14491,Chicken
14491, BBQ
14491, America
14492,Pizza
14492, American
14492, Sandwiche
14493,Coffee and Tea
14493, American
14493, Breakfast and Brunc
14494,Mexican
14494, Latin American
14494, New Mexica
14495,Everyday Essentials
14495, Grocery
14495, Convenience
14495, Home &amp; Personal Care
14495, Snacks
14495, Pizza
14495, America
14496,Black-owned
14496, Pizza
14496, Sandwic
14497,Fast Food
14497, Italian
14497, pizza
14497, wing
14498,American
14498, Sandwich
14498, Vegetarian-Friendly
14498, Family Friendly
14498, Exclusive to Eat
14499,Thai
14499, Asian
14499, Noodle
14500,American
14500, Chicken
14500, Fried Chicken
14500, Sandwich
14500, Burger
14501,Asian
14501, Thai
14501, Korea
14502,pasta
14502, pizza
14502, salad
14502, Sandwich
14502, wing
14503,American
14503, burger
14503, Fast Foo
14504,American
14504, Bar Food
14504, BBQ
14504, burger
14504, Chicken Strips
14504, Comfort Food
14504, Dinner
14504, pasta
14504, salad
14504, Sandwich
14504, Soup
14504, Steak
14504, Traditional American
14504, wings
14504, Family Meal
14505,Breakfast &amp; Brunch
14505, Burgers
14505, Traditional America
14506,Italian
14506, Pasta
14506, Comfort Foo
14507,wings
14507, Family Friendl
14508,Mexican
14508, New Mexica
14509,American
14509, Burgers
14509, Chicke
14510,Breakfast and Brunch
14510, salad
14510, Sandwich
14510, Family Meals
14510, Pizza
14510, Healthy
14510, American
14510, Chicke
14511,Mexican
14511, Bowls
14511, Salad
14512,American
14512, Sandwich
14512, Fast Food
14512, Group Friendl
14513,American
14513, Fast Food
14513, wings
14513, Family Meals
14513, Family Friendl
14514,American
14514, Breakfast and Brunch
14514, burger
14514, Comfort Food
14514, Dinner
14514, Omelette
14514, salad
14514, Traditional American
14514, Family Meals
14514, Family Friendl
14515,Thai
14515, Vegetarian-Friendly
14515, Gluten-Free Friendly
14515, Family Friendly
14515, Group Friendl
14516,Pizza
14516, Desserts
14516, Salads
14516, American
14516, Healthy
14516, Vegetarian Friendly
14516, Kids Friendly
14516, Family Friendl
14517,American
14517, Burgers
14517, Fast Foo
14518,Bakery
14518, Breakfast and Brunch
14518, Cafe
14518, Coffee &amp; Te
14519,Convenience
14519, Snacks
14519, Desserts
14519, Ice Cream
14519, Candy
14519, Everyday Essential
14520,American
14520, Burgers
14520, Fast Foo
14521,American
14521, Bakery
14521, Breakfast &amp; Brunc
14522,Grocery
14522, Convenience
14522, Home &amp; Personal Care
14522, Everyday Essential
14523,Mexican
14523, Latin American
14523, New Mexica
14524,Everyday Essentials
14524, Grocery
14524, Convenience
14524, Home &amp; Personal Care
14524, Snacks
14524, Pizza
14524, America
14525,Everyday Essentials
14525, Convenience
14525, Home &amp; Personal Care
14525, Snack
14526,Grocery
14526, Convenience
14526, Everyday Essentials
14526, Snack
14527,Pharmacy
14527, Convenience
14527, Everyday Essentials
14527, Bab

